date,loaded,redeemed,outstanding
2024-02-29,59560.995819911834,47573.78746856915,1189717.2726389612
2024-03-01,69138.99781782784,51747.74288076756,1207108.5275760214
2024-03-02,57237.39990533478,53896.35808082328,1210449.5694005329
2024-03-03,48359.66128892517,43966.283528206295,1214842.9471612517
2024-03-04,54397.08600658181,46128.54025376628,1223111.492914067
2024-03-05,53559.51566518576,37224.20010808841,1239446.8084711644
2024-03-06,55351.706332962014,46541.572275211554,1248256.942528915
2024-03-07,51422.19229056506,54961.90167544313,1244717.2331440367
2024-03-08,59947.34911274427,63734.908093166305,1240929.6741636146
2024-03-09,66767.7030459858,69318.49526323426,1238378.8819463663
2024-03-10,46848.73159144025,42987.089282978406,1242240.5242548282
2024-03-11,43969.67672096606,41743.77100863479,1244466.4299671594
2024-03-12,43377.55542312203,40734.579099096896,1247109.4062911845
2024-03-13,45537.27949980384,49489.94020320767,1243156.7455877806
2024-03-14,57501.04949139831,52137.6253402447,1248520.1697389341
2024-03-15,87903.25164379146,65680.5623012305,1270742.859081495
2024-03-16,66093.86624629197,70787.81316660524,1266048.912161182
2024-03-17,45990.11722117104,42901.25672270713,1269137.7726596459
2024-03-18,52735.181413416714,40743.98070585754,1281128.9733672051
2024-03-19,54084.08870080775,44790.95736541533,1290422.1047025975
2024-03-20,49458.393249373694,49982.00259140899,1289898.495360562
2024-03-21,57754.31289319125,50468.112134670875,1297184.6961190824
2024-03-22,59662.43451964598,56002.165686142325,1300844.964952586
2024-03-23,58767.76714409307,66330.71239303435,1293282.0197036448
2024-03-24,46650.261634422415,41941.3284781406,1297990.9528599265
2024-03-25,45213.4120491216,43846.6135135437,1299357.7513955045
2024-03-26,53644.92863259329,48066.54909450115,1304936.1309335965
2024-03-27,48923.070893437696,47209.10561754001,1306650.0962094942
2024-03-28,55204.786499728514,52914.73446148685,1308940.1482477358
2024-03-29,68980.81922712043,61001.25205711946,1316919.7154177367
2024-03-30,65273.57172342241,57795.178860657215,1324398.1082805018
2024-03-31,53304.12153544325,42172.13256277115,1335530.0972531738
2024-04-01,70154.26866569751,54212.3257354035,1351472.0401834678
2024-04-02,48448.64115982167,42051.19203039678,1357869.4893128928
2024-04-03,51634.69055675522,40398.339670409776,1369105.8401992382
2024-04-04,45335.22032369634,43646.78100628461,1370794.27951665
2024-04-05,55109.909049138296,60529.161544693416,1365375.0270210947
2024-04-06,53141.20612397725,65781.86034318678,1352734.3728018852
2024-04-07,43947.62993061247,44045.73574658656,1352636.2669859112
2024-04-08,55518.191595125514,53106.393931294326,1355048.0646497423
2024-04-09,46007.09704927486,35960.969425605756,1365094.1922734114
2024-04-10,50116.88555916189,51425.49598821683,1363785.5818443564
2024-04-11,65253.05102128025,60651.1443291951,1368387.4885364415
2024-04-12,63171.60637964257,53379.420831811934,1378179.674084272
2024-04-13,68417.1571349136,62690.9992183244,1383905.8320008612
2024-04-14,44518.28794614616,41273.56937965556,1387150.5505673517
2024-04-15,70054.65044338911,43065.94354801558,1414139.2574627253
2024-04-16,45986.841429041844,45799.11860993333,1414326.9802818338
2024-04-17,50591.1473754329,57594.781909550155,1407323.3457477165
2024-04-18,62037.7477350193,63119.705489892745,1406241.387992843
2024-04-19,53822.18236013832,58523.69972570025,1401539.870627281
2024-04-20,66249.39772871291,79639.10860829291,1388150.1597477011
2024-04-21,51441.8416628493,45085.35046564381,1394506.6509449065
2024-04-22,49716.16224690425,56726.8142528192,1387495.9989389917
2024-04-23,43486.47904010399,47126.64450833948,1383855.8334707562
2024-04-24,53332.679070209444,50708.798091869474,1386479.7144490962
2024-04-25,52805.41366063285,54547.362383937914,1384737.7657257912
2024-04-26,68302.42830209619,82974.81452372471,1370065.3795041628
2024-04-27,63230.748625168926,71660.37869092118,1361635.7494384106
2024-04-28,60753.37066954289,41829.49164544182,1380559.6284625116
2024-04-29,52008.29264186786,52534.46872255325,1380033.4523818262
2024-04-30,45854.216168578336,46025.29042184403,1379862.3781285605
2024-05-01,73085.72703325454,47879.51111700887,1405068.5940448062
2024-05-02,57886.59642780761,58224.64218106328,1404730.5482915505
2024-05-03,78325.38074439824,61488.52014566614,1421567.4088902825
2024-05-04,69821.24559159706,69046.81041257465,1422341.8440693049
2024-05-05,52394.501522080594,46071.99221088047,1428664.353380505
2024-05-06,63873.31878560312,50541.74308073254,1441995.9290853755
2024-05-07,44998.373950063586,51225.59732019694,1435768.705715242
2024-05-08,49109.27657764521,42683.59035892689,1442194.3919339604
2024-05-09,50476.688635946855,58219.7768518715,1434451.3037180358
2024-05-10,63524.04004121812,56675.76312860324,1441299.5806306507
2024-05-11,53557.78711192518,58904.326534858366,1435953.0412077175
2024-05-12,54176.443088345084,45980.280455861895,1444149.2038402008
2024-05-13,52169.722051384735,49346.929116311076,1446971.9967752744
2024-05-14,43486.81623502813,45586.78796907208,1444872.0250412305
2024-05-15,63341.66193559632,55806.16388872769,1452407.5230880992
2024-05-16,58535.080527676764,47264.080237107286,1463678.5233786686
2024-05-17,73544.36943275879,59682.272868209184,1477540.6199432183
2024-05-18,80198.44376747339,64009.69037363496,1493729.3733370567
2024-05-19,71125.05870595804,46306.93512704857,1518547.4969159663
2024-05-20,56230.66007886181,51038.292246661236,1523739.8647481669
2024-05-21,45997.658651166894,45051.39873197676,1524686.124667357
2024-05-22,40962.632983944466,56537.19785333124,1509111.55979797
2024-05-23,58098.8244844937,55507.902665847825,1511702.481616616
2024-05-24,60195.332897510256,52451.80519582957,1519446.0093182968
2024-05-25,59901.82314996152,56646.3270521644,1522701.5054160939
2024-05-26,46469.59336712521,46825.69099504383,1522345.4077881752
2024-05-27,52464.2900373684,48427.220685440996,1526382.4771401025
2024-05-28,58695.86406770429,48884.06167667084,1536194.279531136
2024-05-29,53747.17429381035,51945.080814129105,1537996.3730108172
2024-05-30,55022.775332244906,55990.26040620811,1537028.887936854
2024-05-31,58408.27177552293,69105.21611310143,1526331.9435992755
2024-06-01,69276.56132180792,61102.581022865015,1534505.9238982184
2024-06-02,46999.365648306586,41410.68112857874,1540094.6084179464
2024-06-03,52806.97112117986,44114.45334425519,1548787.126194871
2024-06-04,63592.91697854307,50567.022109096935,1561813.021064317
2024-06-05,53346.46495108127,58784.52724661953,1556374.9587687787
2024-06-06,62820.00238258476,52284.042969416085,1566910.9181819474
2024-06-07,62005.00660431609,48940.7869724516,1579975.137813812
2024-06-08,54163.10450353565,57713.222032221754,1576425.0202851258
2024-06-09,44156.59191969808,42816.72494617414,1577764.8872586498
2024-06-10,48471.33424348527,46448.52483011212,1579787.696672023
2024-06-11,66056.36189652624,46977.81090614419,1598866.247662405
2024-06-12,47332.17251195086,51887.970029808755,1594310.450144547
2024-06-13,61398.61830746377,52590.75690482513,1603118.3115471858
2024-06-14,58735.642711203305,69292.92552902877,1592561.0287293603
2024-06-15,93709.46134535216,63391.112296534615,1622879.3777781778
2024-06-16,51609.71057367345,42728.7472151454,1631760.3411367058
2024-06-17,51573.66958494677,51869.55781818507,1631464.4529034675
2024-06-18,50595.31377414984,42430.07933621022,1639629.6873414072
2024-06-19,47975.61162976358,54248.7637682259,1633356.535202945
2024-06-20,58187.00171654564,55349.29377196486,1636194.2431475257
2024-06-21,61560.51086236853,62037.06600042247,1635717.6880094719
2024-06-22,53213.4712110472,80268.34440359389,1608662.8148169252
2024-06-23,41976.14613117717,43717.98117530125,1606920.979772801
2024-06-24,53267.07865197061,60263.913508713515,1599924.144916058
2024-06-25,61001.924476823646,47808.09104985693,1613117.9783430248
2024-06-26,52509.61423192888,45397.851457126584,1620229.7411178271
2024-06-27,53962.793920347955,54570.85096863993,1619621.6840695352
2024-06-28,66765.47598466472,55856.3009168599,1630530.85913734
2024-06-29,71539.18445981907,62817.04503465079,1639252.9985625083
2024-06-30,49838.8855330183,48124.11130246997,1640967.7727930567
2024-07-01,66506.1144106458,51766.73807801289,1655707.1491256896
2024-07-02,57164.959543898105,46154.889496015596,1666717.2191735723
2024-07-03,53780.00877564427,57312.73885535892,1663184.4890938576
2024-07-04,65258.74354665962,61374.16240899096,1667069.0702315262
2024-07-05,65385.442264288424,72765.02232251047,1659689.4901733042
2024-07-06,52347.41016902366,72486.27599693628,1639550.6243453915
2024-07-07,40833.21175756649,53605.13927440401,1626778.696828554
2024-07-08,62534.06018341423,40883.28472324706,1648429.472288721
2024-07-09,61009.07468477088,47807.439526243885,1661631.107447248
2024-07-10,49541.19027450082,47807.441784980154,1663364.8559367687
2024-07-11,51361.28563419285,55441.99144542002,1659284.1501255415
2024-07-12,75519.24530895965,59370.56894783686,1675432.8264866644
2024-07-13,52594.08124931898,67460.82785643652,1660566.0798795468
2024-07-14,42812.42479884337,56305.5955996056,1647072.9090787845
2024-07-15,74094.24056256334,48386.236048524246,1672780.9135928235
2024-07-16,46860.73910165681,51456.131721311634,1668185.5209731688
2024-07-17,50099.009428009726,50826.414002499434,1667458.116398679
2024-07-18,52218.930449683576,55040.740952262655,1664636.3058961001
2024-07-19,65342.27019849971,62703.38377319152,1667275.1923214083
2024-07-20,70413.90980240259,71303.49556262641,1666385.6065611844
2024-07-21,47705.2143021945,52278.698467514296,1661812.1223958647
2024-07-22,54337.55615026398,58025.451338175495,1658124.227207953
2024-07-23,38029.3534130894,50716.497168948925,1645437.0834520936
2024-07-24,49331.16940143777,54753.0612707254,1640015.191582806
2024-07-25,47636.56120370551,48214.03456924153,1639437.71821727
2024-07-26,53653.63924112852,61360.133626596566,1631731.223831802
2024-07-27,52970.82663323682,73653.93550788634,1611048.1149571524
2024-07-28,44864.889408513125,49551.9625514498,1606361.0418142157
2024-07-29,55555.782056468204,48887.11297020639,1613029.7109004776
2024-07-30,41046.59971866556,52143.198539595716,1601933.1120795475
2024-07-31,49280.94296878056,52576.46697645635,1598637.5880718718
2024-08-01,66434.62450054483,59112.02210278692,1605960.1904696296
2024-08-02,59079.38246523369,62059.45475925025,1602980.118175613
2024-08-03,65681.66915326491,63249.028358957534,1605412.7589699205
2024-08-04,49287.49524040483,46206.96196227409,1608493.2922480511
2024-08-05,57817.625138751835,35263.99205997921,1631046.9253268237
2024-08-06,46742.08455434205,49145.53198639467,1628643.4778947711
2024-08-07,44685.38382496597,34590.62643952877,1638738.2352802083
2024-08-08,50231.38018750434,43974.784826329014,1644994.8306413835
2024-08-09,62588.76719952819,62665.24629772738,1644918.3515431844
2024-08-10,58848.08695838564,68320.22362480688,1635446.214876763
2024-08-11,40135.183066839454,39464.10525143109,1636117.2926921714
2024-08-12,49252.16946462263,43539.55956851222,1641829.9025882818
2024-08-13,48417.959812229405,53452.659973253,1636795.2024272582
2024-08-14,65011.68292738451,46710.274381059025,1655096.6109735838
2024-08-15,86328.16200951632,64655.181779981736,1676769.5912031184
2024-08-16,54295.64609821219,59938.855582854456,1671126.381718476
2024-08-17,55072.76792725821,68120.60542841337,1658078.5442173209
2024-08-18,37946.043263714404,52405.01713308522,1643619.57034795
2024-08-19,44909.05472179208,47686.154090769676,1640842.4709789725
2024-08-20,48415.53125175934,42432.34159349567,1646825.6606372362
2024-08-21,54963.862898754865,48815.370148593065,1652974.153387398
2024-08-22,46288.13942250483,51688.20896550879,1647574.083844394
2024-08-23,55032.715202145926,51868.444275566086,1650738.3547709738
2024-08-24,43602.25511741153,62894.99571476399,1631445.6141736214
2024-08-25,43901.75731200576,40570.17586402873,1634777.1956215985
2024-08-26,42004.97635367067,50493.91329741221,1626288.258677857
2024-08-27,43303.358632998985,45914.38353429578,1623677.2337765603
2024-08-28,42378.03444802151,46654.831788954594,1619400.4364356273
2024-08-29,49452.526112562045,49644.71294850972,1619208.2495996796
2024-08-30,47728.05775128675,58706.93645445253,1608229.3708965138
2024-08-31,46844.609079341724,66055.77933862117,1589018.2006372344
2024-09-01,77266.95891555228,38031.32379869154,1628253.835754095
2024-09-02,40489.75098772574,40277.209997496815,1628466.376744324
2024-09-03,40064.79403513819,49789.78538708128,1618741.385392381
2024-09-04,58132.43120762319,44948.36210920343,1631925.4544908009
2024-09-05,70208.42385766613,42772.97825245263,1659360.9000960144
2024-09-06,50728.76488050694,59522.245720739396,1650567.419255782
2024-09-07,52954.23606374045,64906.01260516461,1638615.6427143577
2024-09-08,45763.251398768436,36198.600039426405,1648180.2940736997
2024-09-09,57623.78737616525,45653.738441794914,1660150.34300807
2024-09-10,40235.70421106731,48092.970856612614,1652293.0763625246
2024-09-11,44882.27143541509,48823.15286542444,1648352.1949325153
2024-09-12,53916.85923622099,52569.59378411808,1649699.4603846183
2024-09-13,60988.13608872835,49273.17305172311,1661414.4234216234
2024-09-14,52459.05184050348,63833.60096518173,1650039.874296945
2024-09-15,57871.50240077072,40774.47039821016,1667136.9062995056
2024-09-16,39382.557309858836,42498.132470913355,1664021.3311384511
2024-09-17,43665.276206196475,48530.09556623846,1659156.5117784091
2024-09-18,44416.32853196093,54267.239239633745,1649305.6010707363
2024-09-19,50112.21996724192,58737.30617449672,1640680.5148634815
2024-09-20,53745.37359031964,64235.39329258716,1630190.495161214
2024-09-21,57644.599372278215,60502.47374275902,1627332.620790733
2024-09-22,48832.66883665706,43136.49858910289,1633028.791038287
2024-09-23,46984.30741439178,47578.17945195148,1632434.9190007274
2024-09-24,46542.07750289736,44534.72267319581,1634442.273830429
2024-09-25,45838.6537426117,46953.64076394114,1633327.2868090996
2024-09-26,48412.423272760774,52828.99725677651,1628910.7128250839
2024-09-27,52343.151780734945,55494.785925970085,1625759.0786798487
2024-09-28,56225.74624574479,56359.4624648814,1625625.362460712
2024-09-29,42481.04233671032,39582.90817856714,1628523.496618855
2024-09-30,58931.6890395564,46429.464648209054,1641025.7210102023
2024-10-01,72332.28111779911,43651.840018189854,1669706.1621098116
2024-10-02,47439.31553625726,47982.494253058794,1669162.98339301
2024-10-03,43937.410501989936,52296.75784993926,1660803.6360450606
2024-10-04,49684.54438495866,54139.09230132077,1656349.0881286985
2024-10-05,62134.342277698444,65880.76479910524,1652602.6656072917
2024-10-06,44142.4501587844,43286.33026027719,1653458.7855057989
2024-10-07,48335.751394026214,38979.28420892873,1662815.2526908964
2024-10-08,35822.157672242574,50910.11172477899,1647727.2986383599
2024-10-09,50410.33893106219,44038.08684677058,1654099.5507226514
2024-10-10,50643.95319217407,41211.973871300484,1663531.530043525
2024-10-11,49505.93410218954,50300.28344821503,1662737.1806974995
2024-10-12,50711.17006384874,54726.81108385183,1658721.5396774965
2024-10-13,43996.67277970156,41390.889417873535,1661327.3230393245
2024-10-14,45770.35206788571,42303.8677081367,1664793.8073990736
2024-10-15,57395.12320733171,41918.06320801815,1680270.8673983873
2024-10-16,44420.32744619545,48712.33205759022,1675978.8627869925
2024-10-17,46408.35936962411,49755.83533682285,1672631.3868197936
2024-10-18,57471.899486426475,56953.96335698373,1673149.3229492363
2024-10-19,63890.518409197546,62547.96212971722,1674491.8792287165
2024-10-20,31266.63032236953,43600.209369328906,1662158.3001817572
2024-10-21,44133.62512719519,35010.89344250701,1671281.0318664454
2024-10-22,44908.29122111719,41544.88713700824,1674644.4359505544
2024-10-23,46543.34458307729,36451.78384071467,1684735.996692917
2024-10-24,45698.268962416216,47751.20830680722,1682683.057348526
2024-10-25,45667.210570861615,54523.84082304965,1673826.427096338
2024-10-26,55666.36106721421,65623.53088017476,1663869.2572833775
2024-10-27,52325.5066831355,45262.628277421165,1670932.1356890919
2024-10-28,37767.90516540748,43441.68145064672,1665258.3594038526
2024-10-29,48774.49178453207,40337.63438332766,1673695.216805057
2024-10-30,43197.277831590625,46898.11004525054,1669994.384591397
2024-10-31,47460.416259664,44467.34352925455,1672987.4573218063
2024-11-01,67137.18258206573,53777.873548068535,1686346.7663558035
2024-11-02,51465.18045779065,64790.08488653367,1673021.8619270604
2024-11-03,49772.39859383466,37829.21434588899,1684965.046175006
2024-11-04,48760.70140503512,45961.89757794311,1687763.8500020981
2024-11-05,54224.789674361426,45404.73952135626,1696583.9001551033
2024-11-06,51854.00287186964,40792.71784283263,1707645.1851841402
2024-11-07,50507.246992073546,52168.180661537655,1705984.251514676
2024-11-08,69731.61835643218,58445.98956870489,1717269.8803024034
2024-11-09,56619.21376630905,60279.34187110082,1713609.7521976116
2024-11-10,47165.88550927695,37800.45895737689,1722975.1787495117
2024-11-11,44013.74865076733,39730.751915598885,1727258.17548468
2024-11-12,44547.568240840155,41033.21974038488,1730772.5239851354
2024-11-13,41553.80681533356,48207.19885218866,1724119.1319482804
2024-11-14,54159.800167180576,43567.3770858591,1734711.5550296018
2024-11-15,66558.18340081873,57605.57802300325,1743664.1604074172
2024-11-16,59249.72053767243,53197.83392284669,1749716.047022243
2024-11-17,41924.3169751183,40322.96472423167,1751317.3992731296
2024-11-18,52735.71460049684,44054.51732417225,1759998.5965494541
2024-11-19,48596.358781544724,55723.153297698664,1752871.8020333003
2024-11-20,56500.41450480559,40147.341953437164,1769224.8745846688
2024-11-21,52782.990789830124,56319.974651695935,1765687.890722803
2024-11-22,47287.4941823021,56848.81000915423,1756126.574895951
2024-11-23,53816.524156805914,63433.2420634054,1746509.8569893516
2024-11-24,37489.13157163969,41945.0338818102,1742053.954679181
2024-11-25,43324.035153382276,45735.611484284964,1739642.3783482783
2024-11-26,53579.034645857646,42933.72194590719,1750287.6910482289
2024-11-27,49345.515964279555,53183.16714990598,1746450.0398626025
2024-11-28,44763.858239613946,46194.55782711367,1745019.3402751028
2024-11-29,50918.357653146195,62117.14948017173,1733820.5484480772
2024-11-30,54856.8876484772,56464.77942497148,1732212.656671583
2024-12-01,50713.19274817793,40726.77902165211,1742199.0703981088
2024-12-02,42859.89872333251,38974.69482427943,1746084.274297162
2024-12-03,46759.48153468133,45297.95610562421,1747545.7997262191
2024-12-04,52928.211458399164,52679.36578662277,1747794.6453979956
2024-12-05,52797.748397335825,47604.56222878809,1752987.8315665433
2024-12-06,44046.45935299108,54111.78234053148,1742922.508579003
2024-12-07,57158.66856443565,53556.1704925394,1746525.006650899
2024-12-08,44230.130916348826,39840.74840812622,1750914.3891591218
2024-12-09,49255.02603361848,36751.93046666368,1763417.4847260765
2024-12-10,55178.147676794186,39304.07635877892,1779291.5560440917
2024-12-11,36304.01453282926,46544.93201382438,1769050.6385630965
2024-12-12,46148.83237663463,54434.502671515285,1760764.968268216
2024-12-13,62844.37519478188,72457.15960075975,1751152.183862238
2024-12-14,46027.163427151274,56217.44267049229,1740961.904618897
2024-12-15,71368.50619197325,46764.84965680765,1765565.5611540626
2024-12-16,49480.57711334276,44236.196983032394,1770809.941284373
2024-12-17,50825.512722344676,42627.31170229088,1779008.1423044268
2024-12-18,43874.82527927436,47790.84490731984,1775092.1226763814
2024-12-19,55198.73115192622,48445.21699740773,1781845.6368308999
2024-12-20,67262.13579514339,56076.99155411295,1793030.7810719302
2024-12-21,57843.276966443744,58219.81221449198,1792654.245823882
2024-12-22,46047.44907015029,36038.029576897265,1802663.6653171352
2024-12-23,49444.87944044439,37661.4465875732,1814447.0981700064
2024-12-24,41861.94735724536,46964.2116634117,1809344.83386384
2024-12-25,46686.158516204116,45093.477155797744,1810937.5152242463
2024-12-26,49719.95112503598,45901.47635760861,1814755.9899916737
2024-12-27,62672.872769588845,56021.469538300466,1821407.393222962
2024-12-28,64163.0622013373,66075.80489105915,1819494.6505332403
2024-12-29,39896.53999062136,42470.52573028959,1816920.6647935722
2024-12-30,47717.349869931946,41322.931860227916,1823315.0828032761
2024-12-31,56133.77569336429,49845.252314706784,1829603.6061819335
2025-01-01,59389.14205319284,54579.993253354754,1834412.7549817716
2025-01-02,46442.89248273138,51706.06439768844,1829149.5830668146
2025-01-03,62083.30830798661,62382.84539592321,1828850.045978878
2025-01-04,63761.19757927806,69905.91207555031,1822705.3314826058
2025-01-05,45931.07900799462,47260.41765855524,1821375.992832045
2025-01-06,57530.29841736512,47574.07142782286,1831332.2198215874
2025-01-07,52741.27125316497,47639.182632071126,1836434.3084426813
2025-01-08,53890.365230206226,49989.18960591472,1840335.4840669727
2025-01-09,55487.37240985577,44850.1947116699,1850972.6617651586
2025-01-10,81154.54052347489,61878.507653297725,1870248.6946353358
2025-01-11,56945.81944044234,55297.11793494943,1871897.3961408287
2025-01-12,36536.441128110884,40004.92635634582,1868428.9109125938
2025-01-13,60241.77549868828,52194.92459426065,1876475.7618170215
2025-01-14,45637.57907652694,49974.505260716294,1872138.8356328323
2025-01-15,67498.51002609485,56249.869786313575,1883387.4758726135
2025-01-16,61557.72540230757,49882.99004283478,1895062.2112320862
2025-01-17,51314.6129374551,52765.86187384243,1893610.962295699
2025-01-18,50895.27803531025,62948.40685342114,1881557.8334775881
2025-01-19,38855.98640279627,44331.21664534691,1876082.6032350375
2025-01-20,45781.16089513391,46675.0896470595,1875188.6744831118
2025-01-21,51508.78517051531,51697.04546153795,1875000.414192089
2025-01-22,53267.25320983423,46892.43784498256,1881375.2295569407
2025-01-23,55111.90582216671,52940.494128318074,1883546.6412507894
2025-01-24,53202.97702024996,53221.00237957009,1883528.6158914692
2025-01-25,45429.752543860726,66768.32010213874,1862190.048333191
2025-01-26,48036.36752310068,43301.71012581004,1866924.7057304818
2025-01-27,48230.00365569398,42406.60365696756,1872748.105729208
2025-01-28,52328.91138204172,44512.66099234599,1880564.3561189037
2025-01-29,55151.178038842576,47140.41287309557,1888575.1212846506
2025-01-30,54938.83188535821,49164.84943606169,1894349.1037339473
2025-01-31,69984.32985037995,69338.16352221901,1894995.2700621083
2025-02-01,84300.32543557929,62806.75892923396,1916488.8365684536
2025-02-02,51543.35521505414,42549.589370000474,1925482.6024135072
2025-02-03,47531.52550242852,37595.50763075614,1935418.6202851795
2025-02-04,49117.00801376359,42462.95037343667,1942072.6779255064
2025-02-05,52602.61483832395,47756.05267421711,1946919.2400896132
2025-02-06,60423.22012474544,48207.99704784469,1959134.463166514
2025-02-07,61747.36014369942,68335.82146307405,1952546.0018471393
2025-02-08,65531.006099940336,63854.78924306787,1954222.2187040118
2025-02-09,47469.238354630696,50469.271073054726,1951222.1859855878
2025-02-10,51674.893032143846,47305.46995792476,1955591.609059807
2025-02-11,56169.671697457205,47207.429544591054,1964553.8512126731
2025-02-12,40977.000431909706,49259.95739706078,1956270.894247522
2025-02-13,47479.8391764916,52175.114322629444,1951575.6191013842
2025-02-14,54891.18883252964,71015.60755006757,1935451.2003838462
2025-02-15,63618.78961300678,51478.99175226487,1947590.998244588
2025-02-16,45758.72486692871,36200.50849929892,1957149.2146122179
2025-02-17,58074.95663045856,44262.19018471276,1970961.9810579636
2025-02-18,49764.634479022505,46816.978396017184,1973909.6371409688
2025-02-19,53973.682938893566,52802.84538574925,1975080.4746941132
2025-02-20,64013.63558275123,54353.456752490754,1984740.6535243737
2025-02-21,77864.27040383771,57506.07830741942,2005098.845620792
2025-02-22,62607.81354295746,72464.86340482855,1995241.7957589207
2025-02-23,59114.05601892168,49607.71411411855,2004748.137663724
2025-02-24,54327.7302539898,48477.94421889506,2010597.9236988185
2025-02-25,47138.50033219165,52540.63941584948,2005195.7846151607
2025-02-26,49671.345450484456,51750.14501040863,2003116.9850552364
2025-02-27,47590.095773439156,50067.80425524691,2000639.2765734287
2025-02-28,60392.78497221543,65162.789585392995,1995869.271960251
2025-03-01,82601.61456214871,66831.90733109285,2011638.979191307
2025-03-02,55983.95473536728,45299.37260731575,2022323.5613193584
2025-03-03,66817.32246015093,55758.207137820886,2033382.6766416884
2025-03-04,44660.87452015824,37863.29037107376,2040180.260790773
2025-03-05,56552.31314926833,44312.33206896491,2052420.2418710764
2025-03-06,50733.206353005524,47781.658551905486,2055371.7896721764
2025-03-07,71912.50082197893,59631.03354961848,2067653.2569445367
2025-03-08,63565.98294765477,65813.66118460361,2065405.578707588
2025-03-09,41253.15350925766,39640.58718633534,2067018.1450305101
2025-03-10,61408.22189513178,44139.264254369664,2084287.1026712724
2025-03-11,49546.52468512921,44747.17242748085,2089086.4549289206
2025-03-12,51130.62421548545,65738.60406436579,2074478.4750800403
2025-03-13,51078.84935742008,64694.723837541525,2060862.6005999187
2025-03-14,63442.57721301329,59496.10186096477,2064809.0759519672
2025-03-15,92692.61268590303,65038.04052098797,2092463.6481168822
2025-03-16,50735.154542664546,41292.24198644266,2101906.560673104
